code	your_id	pre_workshop	exercise_1	exercise_2	exercise_3	summative
UE6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
GG0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
OT9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
XM3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
MY6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
UQ7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
NW6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
PN4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
WP8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
UY9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
DV8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
VG7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
TJ0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
FS4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
HL7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
QI1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
TH9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
KJ1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
DG0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
SH1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
LZ4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
BA4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
QR6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
NF9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
FE8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
MH1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
GS6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
RA2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
KC6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
SX6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
IS2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
PQ5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
OX6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
TM3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
BU0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
OK8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
HH5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
IB3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
KC1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
QK4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
GQ7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
QV5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
FO9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
IL5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
BD1		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
IH2		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
SB3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
BG9		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
YY8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
BA8		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
US0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
HK7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/30FsIj5	https://bit.ly/3HAKeFJ	https://bit.ly/3wZQ9zb	https://bit.ly/ds4biomed-p4-sum
UZ6		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
JD7		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
AL3		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/mnUFNhe	https://bit.ly/3Hyaocf	https://bit.ly/3HBrEO2	https://bit.ly/ds4biomed-p4-sum
XW0		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
VL4		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/ffpMgM8	https://bit.ly/RBjn3Zn	https://bit.ly/rQvqRg6	https://bit.ly/ds4biomed-p4-sum
BY5		https://bit.ly/ds4biomed-p4-preworkshop	https://bit.ly/3nq0yB3	https://bit.ly/30B8DtH	https://bit.ly/3wXF2qx	https://bit.ly/ds4biomed-p4-sum
