id_person	id_response	StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	Q1.3	Q1.4	Q1.5	Q2.3	Q2.3_3_TEXT	Q2.4	Q2.4_6_TEXT	Q2.5_1	Q2.5_12	Q2.5_2	Q2.5_13	Q2.5_3	Q2.5_4	Q2.5_5	Q2.5_6	Q2.5_7	Q2.5_8	Q2.5_9	Q2.5_11	Q2.5_10	Q2.5_10_TEXT	Q2.6	Q2.7	Q2.7_5_TEXT	Q2.8_1	Q2.8_2	Q2.8_3	Q2.8_4	Q2.8_5	Q2.8_6	Q2.8_7	Q2.8_8	Q2.8_8_TEXT	Q3.1	Q4.1	Q4.2	Q4.3	Q5.1_1	Q5.1_2	Q5.1_3	Q5.1_4	Q5.1_5	Q5.1_6	Q5.2_1	Q5.2_2	Q5.2_3	Q5.2_4	Q5.2_5	Q5.2_6	Q5.2_7	Q5.3_1	Q5.3_2	Q5.3_3	Q5.3_4	Q5.3_5	Q5.3_6	Q5.3_7	Q5.3_8	Q5.4	Q5.5
90	24	2021-05-16T21:01:11Z	2021-05-16T21:15:35Z	IP Address	100	863	TRUE	2021-05-16T21:15:36Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	17 may 2021	Other	University of Virginia	NA	NA	NA	NA	Academic	NA	NA	NA	NA	NA	NA	NA	NA	NA	Windows	Male	NA	NA	NA	NA	NA	NA	NA	I prefer not to say.	NA	NA	Alex Academic	I program in them for work	I have never heard of the term	I could do it quickly with little or no use of external help	To learn new skills	NA	To learn skills that I can apply to my current work	NA	NA	NA	Strongly Agree	Agree	Somewhat Agree	Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Strongly Disagree	Somewhat Agree	Agree	Somewhat Agree	Somewhat Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	I would like to know new methods for finding genetic data for my research.	I would like to get better at finding human genetic data and downloading it for my use.
91	25	2021-05-17T17:24:03Z	2021-05-17T17:42:03Z	IP Address	100	1080	TRUE	2021-05-17T17:42:03Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	May 17, 2021	Other	UVA	NA	NA	NA	NA	NA	Analyst	NA	NA	NA	NA	NA	NA	NA	NA	macOS	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Clare Clinician	I have heard of them but have never used them before	I have never heard of the term	I could struggle through by trial and error with a lot of web searches	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	NA	NA	NA	Agree	Disagree	Disagree	Somewhat Agree	Somewhat Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Disagree	Somewhat Disagree	Somewhat Disagree	Somewhat Disagree	overview, terminology, identification of gaps in knowledge	Understand simple Data Management tasks better.
92	26	2021-05-17T17:57:02Z	2021-05-17T18:00:45Z	IP Address	100	222	TRUE	2021-05-17T18:00:45Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	May 17, 2021	Other	UVA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Librarian	macOS	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have some idea of what it is, but am not too clear	I wouldn't know where to start	To learn new skills	NA	NA	NA	NA	NA	Strongly Agree	Neither Agree nor Disagree	Agree	Somewhat Agree	Neither Agree nor Disagree	Agree	Agree	Somewhat Agree	Somewhat Disagree	Somewhat Agree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	R basics	Nothing specific
93	27	2021-05-17T17:57:32Z	2021-05-17T18:05:19Z	IP Address	100	467	TRUE	2021-05-17T18:05:19Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	5/17/21	Other	UVA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Senior Scientist	Windows	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have heard of them but have never used them before	I have some idea of what it is, but am not too clear	I could do it quickly with little or no use of external help	To learn new skills	NA	NA	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Somewhat Agree	Somewhat Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Somewhat Agree	Strongly Agree	Disagree	Disagree	Somewhat Agree	Somewhat Agree	Somewhat Disagree	Somewhat Disagree	Disagree	Neither Agree nor Disagree	How to handle larger datasets that are 1) too large for excel 2) need more analyses than a pivot table can provide	Run automated analyses on large excel files to better understand/handle my data
94	28	2021-05-17T18:06:30Z	2021-05-17T18:09:48Z	IP Address	100	197	TRUE	2021-05-17T18:09:48Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	May 17, 2021	Other	UVA SOM	NA	NA	NA	NA	NA	NA	NA	Student (MD/DO)	NA	NA	NA	NA	NA	NA	macOS	Female	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	NA	NA	NA	NA	Alex Academic	I have written a small program with them before	I have never heard of the term	I could struggle through, but not confident I could do it	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Disagree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	NA	NA
95	29	2021-05-17T18:06:24Z	2021-05-17T18:15:25Z	IP Address	100	540	TRUE	2021-05-17T18:15:25Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	5/17/21	Other	UVA	NA	NA	NA	NA	Academic	NA	NA	NA	NA	NA	NA	NA	Other, please describe	research lab manager	Windows	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Clare Clinician	I do not know what those are	I have never heard of the term	I could struggle through, but not confident I could do it	NA	NA	To learn skills that I can apply to my current work	NA	NA	NA	Neither Agree nor Disagree	Disagree	Agree	Disagree	Strongly Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Disagree	Agree	Somewhat Agree	Somewhat Agree	Disagree	Disagree	Somewhat Disagree	exposure to new ways of working with my research data	I don't enough yet to answer this question
96	30	2021-05-17T20:31:12Z	2021-05-17T20:39:04Z	IP Address	100	472	TRUE	2021-05-17T20:39:05Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	May 17 2021	Other	UVa	NA	NA	NA	NA	Academic	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Post-doctoral	macOS	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Alex Academic	I have installed it, but have only done simple examples with them	I have heard of it but don’t remember what it is.	I could struggle through, but not confident I could do it	NA	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Disagree	Neither Agree nor Disagree	Somewhat Disagree	Strongly Disagree	Agree	Strongly Agree	Disagree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	I want to apply this knowledge to write simple codes/scripts for future datasets	Analyzing omics data; handling and analyzing large data sets
97	31	2021-05-17T18:12:12Z	2021-05-17T20:40:36Z	IP Address	100	8904	TRUE	2021-05-17T20:40:37Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	Monday, May 17, 2021	Other	University of Virginia, Biology department	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Windows	Female	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	Hispanic or Latino(a) (A person of Spanish-speaking origin or ancestry and/or Latin American origin or ancestry – includes Portuguese and Brazilians.)	NA	NA	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have heard of it but don’t remember what it is.	I could do it quickly with little or no use of external help	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Somewhat Agree	Agree	Agree	Somewhat Agree	Agree	Agree	Agree	Somewhat Agree	Strongly Agree	Strongly Agree	Agree	Agree	Somewhat Agree	Agree	Basic statistical analysis and plotting	Treat data as data not as data visualization
98	32	2021-05-18T00:09:10Z	2021-05-18T00:16:12Z	IP Address	100	422	TRUE	2021-05-18T00:16:12Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	05/17/21	VCOM-Virginia	NA	NA	NA	NA	NA	NA	NA	NA	Student (MD/DO)	NA	NA	NA	NA	NA	NA	macOS	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through by trial and error with a lot of web searches	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Strongly Disagree	Somewhat Agree	Somewhat Disagree	Disagree	Strongly Agree	Strongly Agree	Disagree	Disagree	Neither Agree nor Disagree	Somewhat Disagree	Somewhat Disagree	Somewhat Disagree	Somewhat Disagree	Somewhat Disagree	How to run basic statistics in R for clinical research using excels created by chart review	How to run basic statistics in R for clinical research using excels created by chart review
99	33	2021-06-28T12:45:33Z	2021-06-28T12:57:14Z	IP Address	100	700	TRUE	2021-06-28T12:57:15Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Virginia Tech	NA	NA	NA	RN/PA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	iTHRIV Scholar	Other, please describe	Nurse Practitioner. This should already be in the list it is not an ""other"" designation.	macOS	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Alex Academic	I have heard of them but have never used them before	I have never heard of the term	I could struggle through, but not confident I could do it	To learn new skills	NA	NA	NA	NA	NA	Agree	Strongly Disagree	Somewhat Disagree	Disagree	Strongly Disagree	Agree	Agree	Disagree	Disagree	Somewhat Disagree	Disagree	Somewhat Disagree	Disagree	Strongly Disagree	Somewhat Disagree	I expect to gain enough familiarity with R that I don't panic when it becomes needed for my research	I want to be able to have a reasonable basis from which to ask questions when I encounter R in my future work
100	34	2021-06-28T14:44:58Z	2021-06-28T14:51:22Z	IP Address	100	383	TRUE	2021-06-28T14:51:22Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Other	Carilion Clinic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Human Factor Consultant	Windows	Male	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	NA	NA	NA	NA	Samir Student	I have small side projects that I program in it	I have never heard of the term	I could struggle through, but not confident I could do it	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Disagree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Agree	Somewhat Agree	R	statistical analysis
101	35	2021-06-28T14:58:03Z	2021-06-28T15:04:49Z	IP Address	100	406	TRUE	2021-06-28T15:04:50Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Alex Academic	I have installed it, but have only done simple examples with them	I have never heard of the term	I wouldn't know where to start	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Strongly Disagree	Somewhat Agree	Disagree	Strongly Disagree	Somewhat Agree	Strongly Agree	Strongly Disagree	Strongly Disagree	Somewhat Agree	Neither Agree nor Disagree	Disagree	Disagree	Strongly Disagree	Neither Agree nor Disagree	I hope to learn R skills that will be valuable for data analysis in my research	Analyze data with R
102	36	2021-06-28T15:23:56Z	2021-06-28T15:31:35Z	IP Address	100	458	TRUE	2021-06-28T15:31:35Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Virginia Tech	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	macOS	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I use it to automate certain repetitive tasks	I have never heard of the term	I wouldn't know where to start	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Somewhat Disagree	Neither Agree nor Disagree	Somewhat Agree	Disagree	Agree	Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Effectively visualizing data.	NA
103	37	2021-06-28T17:03:33Z	2021-06-28T17:08:52Z	IP Address	100	319	TRUE	2021-06-28T17:08:53Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	Windows	Female	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	NA	NA	NA	NA	Alex Academic	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through by trial and error with a lot of web searches	To learn new skills	To refresh or review my skills	NA	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Disagree	Somewhat Agree	Disagree	Somewhat Agree	Strongly Agree	Strongly Agree	Somewhat Disagree	Somewhat Agree	Agree	Somewhat Disagree	Disagree	Agree	Disagree	Neither Agree nor Disagree	Refresher on the initial parts of R	I am not the most comfortable with the basics of R. As it is such an incredibly powerful took for statistical analysis, I think I would just want to learn how to do some of the most basic plots and statistical analyses.
104	38	2021-06-28T21:22:43Z	2021-06-28T21:30:20Z	IP Address	100	456	TRUE	2021-06-28T21:30:20Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	Analyst	NA	NA	NA	NA	NA	NA	Other, please describe	Research Assistant	Windows	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have heard of it but don’t remember what it is.	I could struggle through, but not confident I could do it	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Disagree	Somewhat Agree	Somewhat Agree	Somewhat Disagree	Agree	Strongly Agree	Disagree	Somewhat Agree	Somewhat Agree	Somewhat Disagree	Somewhat Agree	Somewhat Agree	Disagree	Disagree	How to build a workflow for data analysis and make meaningful observations	Transform and clean data to run stats analyses on
105	39	2021-06-29T00:33:22Z	2021-06-29T00:47:15Z	IP Address	100	833	TRUE	2021-06-29T00:47:16Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Other	Virginia Tech graduate	NA	NA	NA	PhD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Windows	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Alex Academic	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through by trial and error with a lot of web searches	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	To learn skills that will help me get a job or a promotion	NA	Strongly Agree	Agree	Agree	Agree	Somewhat Disagree	Agree	Agree	Disagree	Somewhat Disagree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Disagree	Somewhat Agree	Command line skills and R skills	RNA-seq 16s-seq
106	40	2021-06-29T13:24:38Z	2021-06-29T13:29:44Z	IP Address	100	305	TRUE	2021-06-29T13:29:44Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Windows	Gender variant/non-conforming	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Alex Academic	I have installed it, but have only done simple examples with them	I have never heard of the term	I wouldn't know where to start	To learn new skills	NA	NA	NA	NA	NA	Agree	Strongly Disagree	Strongly Agree	Somewhat Disagree	Disagree	Somewhat Agree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Neither Agree nor Disagree	Somewhat Disagree	Somewhat Disagree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Hope to learn the basics of R	Unsure
107	41	2021-06-29T14:39:22Z	2021-06-29T14:51:42Z	IP Address	100	739	TRUE	2021-06-29T14:51:42Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	Academic	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Post Doc	Windows	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I program in them for work	I have some idea of what it is, but am not too clear	I could struggle through by trial and error with a lot of web searches	To learn new skills	To refresh or review my skills	NA	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Agree	Somewhat Agree	Agree	Somewhat Agree	Agree	Agree	Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Agree	Agree	Somewhat Disagree	Somewhat Disagree	I hope to learn more programming skills and more about statistics	I can code pretty well in Python but I don't know too much about R, so I'm hoping to broaden my skillset and learn some R basics
108	42	2021-06-29T15:23:33Z	2021-06-29T15:30:48Z	IP Address	100	434	TRUE	2021-06-29T15:30:49Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Windows	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have written a small program with them before	I have heard of it but don’t remember what it is.	I could struggle through by trial and error with a lot of web searches	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	As a requirement for my program or current position	Strongly Agree	Disagree	Agree	Somewhat Agree	Disagree	Agree	Agree	Disagree	Somewhat Agree	Agree	Agree	Somewhat Agree	Agree	Disagree	Somewhat Agree	I want to learn what exactly I can do in R and what it offers that other programs do not, and how I can use that to my advantage in my early research career.	I would like to be much more familiar with R and be able to do things more on my own without relying so heavily on the internet and the help of others for it.
109	43	2021-06-29T15:34:43Z	2021-06-29T15:52:55Z	IP Address	100	1091	TRUE	2021-06-29T15:52:55Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	Windows	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Clare Clinician	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through, but not confident I could do it	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Somewhat Agree	Strongly Disagree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	About R	How to use R at a basic level so I can expand my understanding
110	44	2021-06-29T15:58:22Z	2021-06-29T16:12:46Z	IP Address	100	863	TRUE	2021-06-29T16:12:46Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Windows	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I program in them for work	I know what it is and could explain what it pertains to	I could do it quickly with little or no use of external help	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	To learn skills that will help me get a job or a promotion	NA	Strongly Agree	Somewhat Disagree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Strongly Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Agree	Somewhat Agree	Agree	Disagree	Neither Agree nor Disagree	I am hoping to sharpen my skills regarding writing clean, readable code that can be used by collaborators to recreate analyses. I also want to better understand best practices for using Github as a repository for research projects. Basically I want to efficiently share my code and not be embarrassed by it, hah.	I want to be able to more efficiently clean and prepare data for analysis, using easy-to-read code.
111	45	2021-06-29T16:31:37Z	2021-06-29T16:35:00Z	IP Address	100	203	TRUE	2021-06-29T16:35:01Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Virginia Tech	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	macOS	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Clare Clinician	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through, but not confident I could do it	To learn new skills	To refresh or review my skills	NA	To learn skills that I can apply to my work in the future	NA	NA	Agree	Somewhat Disagree	Agree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Agree	Agree	Disagree	Disagree	Somewhat Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Disagree	skills in R	Perform analysis
112	46	2021-06-29T17:10:47Z	2021-06-29T17:32:12Z	IP Address	100	1285	TRUE	2021-06-29T17:32:13Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Research Assistant	Windows	Female	NA	NA	NA	NA	Hispanic or Latino(a) (A person of Spanish-speaking origin or ancestry and/or Latin American origin or ancestry – includes Portuguese and Brazilians.)	NA	NA	NA	NA	NA	Clare Clinician	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through, but not confident I could do it	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Strongly Disagree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Neither Agree nor Disagree	Agree	Strongly Disagree	Strongly Disagree	Somewhat Disagree	Strongly Disagree	Strongly Disagree	Disagree	Strongly Disagree	Neither Agree nor Disagree	I hope to understand the basics of statistical analysis and plotting data that I produce	Understand how to begin to use R enough to do basics, or at least to know what to Google when I inevitably get stuck
113	47	2021-06-29T18:01:54Z	2021-06-29T18:13:22Z	IP Address	100	687	TRUE	2021-06-29T18:13:22Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	Analyst	NA	NA	NA	NA	NA	NA	NA	NA	macOS	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have heard of it but don’t remember what it is.	I could struggle through by trial and error with a lot of web searches	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Somewhat Disagree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Disagree	Somewhat Agree	Agree	Somewhat Agree	Somewhat Agree	Agree	Somewhat Disagree	Somewhat Agree	Agree	Somewhat Agree	Somewhat Agree	NA	NA
114	48	2021-06-30T14:36:56Z	2021-06-30T14:53:24Z	IP Address	100	987	TRUE	2021-06-30T14:53:24Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	macOS	Female	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	NA	NA	NA	NA	Clare Clinician	I have heard of them but have never used them before	I have never heard of the term	I wouldn't know where to start	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Neither Agree nor Disagree	Disagree	Disagree	Somewhat Disagree	Disagree	Somewhat Agree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Disagree	Disagree	Disagree	The basics of how to use R	How to use R to make projects more efficient
