id_person	id_response	StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	Q1.3	Q1.4	Q1.5	Q2.3	Q2.3_3_TEXT	Q2.4_1	Q2.4_12	Q2.4_2	Q2.4_13	Q2.4_3	Q2.4_4	Q2.4_5	Q2.4_6	Q2.4_7	Q2.4_8	Q2.4_9	Q2.4_11	Q2.4_10	Q2.4_10_TEXT	Q3.1_1	Q3.1_2	Q3.1_3	Q3.1_4	Q3.1_5	Q3.1_6	Q3.2	Q3.3	Q3.4	Q4.1_1	Q4.1_2	Q4.1_3	Q4.1_4	Q4.1_5	Q4.1_6	Q4.1_7	Q4.2_1	Q4.2_2	Q4.2_3	Q4.2_4	Q4.2_5	Q4.2_6	Q4.2_7	Q4.2_8	Q5.1_1	Q5.1_2	Q5.1_3	Q5.1_4	Q5.1_5	Q5.1_6	Q6.1	Q6.2	Q6.3_1	Q6.3_2	Q6.3_3	Q6.3_4	Q6.3_5	Q6.3_6	Q6.3_7	Q7.1	Q7.2	Q7.3
118	38	2021-09-21T20:52:48Z	2021-09-21T21:06:50Z	IP Address	100	842	TRUE	2021-09-21T21:06:50Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, October 20, 2020	2021/09/20	NA	NA	NA	PhD	Academic	Analyst	NA	NA	NA	NA	NA	NA	NA	NA	Strongly Agree	Somewhat Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	Not appliciable	NA	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	regexp	Exercises on filling Excel spreadsheets	NA	NA	2 days about 2-3 hours each on the weekday	2 days about 2-3 hours each on the weekday	Multiple days in a row about 1 hour each day	NA	NA	He explains step-by-step an issue I have highlighted privately, showing possile causes, consequences, and solutions	readable live coding	Lack of quick exercises / checks (e.g. ""Your turn""s with explicit timer) to working on the concepts by my own
121	37	2021-09-21T20:47:48Z	2021-09-21T20:55:47Z	IP Address	100	479	TRUE	2021-09-21T20:55:48Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	Monday, Sept 20, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Researcher	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Somewhat Agree	Neither Agree nor Disagree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could do it quickly with little or no use of external help	I could struggle through, but not confident I could do it	No, you covered what I needed to know.	N/A	NA	NA	2 days about 2-3 hours each on the weekday	NA	NA	NA	NA	The set-up instructions were very good and I felt confident that I was ready for the workshop. I felt comfortable asking questions in the chat at any time although I chose not to.	I liked the opportunity to work through review questions on my own during the break. I would appreciate a small set of practice questions like this to work through between workshop 1 and 2.	I hadn't studied logical regression before and it was a bit too fast paced for me to take in the concepts and coding at the same time. Maybe you could link to a brief conceptual explainer in the set-up instructions so that people like me could review it before the workshop.
123	43	2021-09-27T03:45:37Z	2021-09-27T04:04:37Z	IP Address	100	1140	TRUE	2021-09-27T04:04:37Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	Monday, September 20, 2021	NA	NA	NA	NA	NA	NA	NA	Student (MD/DO)	NA	NA	NA	NA	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Somewhat Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Somewhat Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	NA	NA	NA	1 day 4-5 hour workshop on the weekend	NA	NA	NA	NA	NA	I was an hour late (had to miss chunks of class due to med student obligations) and Anne messaged me on Zoom Chat to orient me when I joined, that was super nice and I got up to speed quickly!	Daniel is so nice and approachable and does not overcomplicate any of the comp sci / data science explanations - it makes everything less intimidating, which makes a huge different in an intro course. great job!!	NA
124	44	2021-09-27T12:52:16Z	2021-09-27T12:57:56Z	IP Address	100	340	TRUE	2021-09-27T12:57:56Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	9/22/21	NA	NA	NA	PhD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agree	Somewhat Disagree	Neither Agree nor Disagree	Agree	Agree	Agree	No	No	NA	Agree	Somewhat Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Somewhat Disagree	Agree	Agree	Agree	Agree	Agree	Agree	Somewhat Agree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Agree	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	The use of Python for tasks other than statistical analysis (e.g., programming for control of hardware)	spreadsheets and basic data management	NA	NA	2 days about 2-3 hours each on the weekday	NA	NA	NA	NA	NA	i appreciated the multiple ways it was delivered; access was no problem at all even when i couldn't make it in person one day	it was a repeat of information I had already learned in an earlier workshop, but the advertisement for this one didn't really indicate it would be the same content as the previous one
126	41	2021-09-23T21:01:29Z	2021-09-24T19:51:01Z	IP Address	100	82171	TRUE	2021-09-24T19:51:01Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, October 20, 2020	NA	NA	NA	NA	NA	NA	Analyst	NA	NA	Student (Nurse, PA)	Student (Graduate)	NA	NA	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	To tell the truth - the class was very well prepared.	None - It was very helpful.	NA	NA	2 days about 2-3 hours each on the weekday	2 days about 2-3 hours each on the weekday	NA	NA	NA	The instructor provided clear and consice guidelines on how to use each step. He took the time to explain each one in detail. He was very clear and his expertise on the subject matter is very much appreciated.	I like the practical exercise. Real data sample - a refresher o fthe stats - Explanation and professionalism opf the instructor.	None- Would recommend the class to peers
133	1	2020-10-20T18:52:36Z	2020-10-20T18:56:48Z	IP Address	100	252	TRUE	2020-10-20T18:56:49Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, October 20, 2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Somewhat Agree	Agree	Agree	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	I could struggle through, but not confident I could do it	yes	a little less time on spreadsheets	NA	NA	2 days about 2-3 hours each on the weekday	NA	NA	NA	NA	got to see him solve errors real time	well put together	things are always a little weird virtually, not any fault of instructors though
134	3	2020-10-22T13:39:38Z	2020-10-22T13:46:36Z	IP Address	100	418	TRUE	2020-10-22T13:46:37Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, October 20, 2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	Not appliciable	NA	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Somewhat Agree	Agree	Somewhat Agree	Agree	Agree	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	I could struggle through, but not confident I could do it	I wouldn’t know where to start	NA	NA	NA	NA	2 days about 2-3 hours each on the weekday	NA	NA	NA	NA	Explaining step by step to gradually make more and more complex solutions was beneficial	The overall application to the health field and the pace	Slightly too long, engagement became more challenging as it went on
135	4	2020-10-22T18:43:03Z	2020-10-22T18:51:23Z	IP Address	100	499	TRUE	2020-10-22T18:51:23Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, October 20, 2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agree	Agree	NA	Strongly Agree	Strongly Agree	Strongly Agree	No	NA	NA	Strongly Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Strongly Agree	Strongly Agree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2 days about 2-3 hours each on the weekday	NA	NA	NA	NA	NA	NA	NA
136	5	2020-10-22T18:32:52Z	2020-10-23T13:22:08Z	IP Address	100	67755	TRUE	2020-10-23T13:22:08Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, October 20, 2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	nope!	would have been nice to discuss some examples of workflows that used R, and how that improved them	NA	NA	2 days about 2-3 hours each on the weekday	NA	NA	NA	NA	answered questions live!	easy to follow examples, great documentation	that it's over. i want an advanced series!
137	6	2020-10-27T16:56:46Z	2020-10-27T17:23:53Z	IP Address	100	1626	TRUE	2020-10-27T17:23:53Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, October 20, 2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agree	Neither Agree nor Disagree	Agree	Agree	Strongly Agree	Agree	No	Not appliciable	NA	Agree	Neither Agree nor Disagree	Somewhat Agree	Somewhat Disagree	Agree	Agree	Agree	Somewhat Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Somewhat Disagree	Somewhat Agree	Disagree	Neither Agree nor Disagree	Somewhat Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could struggle through, but not confident I could do it	NA	NA	1 day 4-5 hour workshop on the weekday	1 day 4-5 hour workshop on the weekend	2 days about 2-3 hours each on the weekday	NA	NA	NA	NA	NA	The instructor was friendly and he knew we know almost nothing!	I was hoping that there was a second person answering the questions in the chat, so it doesn't take the main instructor's time or distract the others.
138	7	2020-10-28T13:32:40Z	2020-10-28T13:38:41Z	IP Address	100	361	TRUE	2020-10-28T13:38:42Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, October 20, 2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	This was a good intro	I think everything presented was necessary to build on in later seminars	1 day 4-5 hour workshop on the weekday	NA	2 days about 2-3 hours each on the weekday	2 days about 2-3 hours each on the weekday	NA	NA	NA	he was enthusiastic	the work along examples	the second day felt rushed
139	8	2021-02-05T01:28:12Z	2021-02-05T01:31:01Z	IP Address	100	169	TRUE	2021-02-05T01:31:02Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, February 2, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	NA	NA	NA	NA	NA	NA	Multiple days in a row about 1 hour each day	NA	NA	NA	meaningful examples	NA
140	10	2021-02-05T01:26:36Z	2021-02-06T02:22:15Z	IP Address	100	89739	TRUE	2021-02-06T02:22:15Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, February 2, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Strongly Agree	Somewhat Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	Not appliciable	NA	Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	I wouldn’t know where to start	I wouldn’t know where to start	I wouldn’t know where to start	I could struggle through, but not confident I could do it	I could struggle through, but not confident I could do it	I could struggle through, but not confident I could do it	Go deeper into more supervised / unsupervised  learning  / time series analysis	None	NA	NA	NA	NA	Multiple days in a row about 1 hour each day	NA	NA	The explanation about how ggplot construct the plots ( statistics, facets, data etc)	The offline workbook	I wish it could be split in more sessions or less duration
141	12	2021-02-09T22:16:20Z	2021-02-09T22:20:34Z	IP Address	100	254	TRUE	2021-02-09T22:20:35Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, February 2, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	Nothing additional, but I do think the practical aspects of importing and cleaning data are useful for beginners	n.a	NA	NA	2 days about 2-3 hours each on the weekday	NA	NA	NA	NA	The example data and textbook were helpful	The friendly format and interactive nature	Nothing
142	13	2021-02-11T23:28:37Z	2021-02-11T23:37:23Z	IP Address	100	525	TRUE	2021-02-11T23:37:23Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, February 2, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Strongly Agree	Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Strongly Agree	Agree	Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	NA	The logistic regression segment was useful, but I'd say focus on efficiently using R (tidy verse) and a separate course on statistical techniques.	NA	1 day 4-5 hour workshop on the weekend	NA	NA	NA	NA	NA	The topics were explained well and at a good pace	The format with the live screen was helpful	nothing in particular.. good job
143	21	2021-05-20T14:15:51Z	2021-05-20T14:34:47Z	IP Address	100	1136	TRUE	2021-05-20T14:34:48Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Somewhat Agree	Agree	Agree	Somewhat Agree	Somewhat Agree	Agree	Agree	Agree	Agree	Neither Agree nor Disagree	Somewhat Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	The pace of the workshop was too fast for me. It would have helped me to have a topic introduced followed by time to explore the new method on my own. This would require extending the time for the overall workshop a lot.	All the topics were OK. I like regression analyses the best. Both the linear and the logistic regressions. I would have benefitted by more from the logistic regression section.	NA	NA	NA	NA	Multiple days in a row about 1 hour each day	Multiple days spread across multiple weeks on the weekdays	Multiple days spread across multiple weeks on the weekends	The instructors readily answered questions on the Zoom chat. I thought that worked very well.	I liked the cheerful and helpful nature of the instructors.	The topics went by too quickly for me to absorb. I would have benefitted from time to explore a topic on my own before proceeding to the next topic.
144	23	2021-05-29T16:18:04Z	2021-05-29T16:35:07Z	IP Address	100	1023	TRUE	2021-05-29T16:35:07Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, May 18, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agree	Somewhat Disagree	Agree	Agree	Agree	Agree	No	No	None	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Somewhat Disagree	Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I wish pipelines had been expanded upon more but perhaps that would be for an advanced course	Even with my answer in the previous question, pipeline should be removed. The sessions were packed with information with little time to work through mechanically and conceptually.	NA	NA	2 days about 2-3 hours each on the weekday	2 days about 2-3 hours each on the weekday	NA	NA	NA	The instructor was very knowledgeable but tended to speak quickly to get through the vast amount of material. I stopped trying to code. I just listened so I would not miss the concepts. I am glad that the sessions were recorded.	That the sessions were recorded for future review	Too much material for two days. Either less material was needed or another day or two. Some topics seems to be too large to be covered in 25 minutes.
145	24	2021-06-30T18:40:39Z	2021-06-30T20:56:25Z	IP Address	100	8145	TRUE	2021-06-30T20:56:25Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	Agree	Agree	Agree	Agree	Agree	Agree	No	Yes	NA	Agree	Somewhat Agree	Agree	Somewhat Agree	Somewhat Agree	Agree	Agree	Agree	Somewhat Agree	Agree	Somewhat Agree	Agree	Agree	Agree	Agree	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	NA	NA	NA	NA	NA	NA	Multiple days in a row about 1 hour each day	NA	NA	NA	NA	NA
146	32	2021-07-02T14:58:10Z	2021-07-02T15:37:23Z	IP Address	100	2353	TRUE	2021-07-02T15:37:24Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Research assistant	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Somewhat Agree	Strongly Agree	Somewhat Agree	Neither Agree nor Disagree	Agree	Strongly Agree	Agree	Agree	Strongly Agree	Agree	Somewhat Agree	Agree	Neither Agree nor Disagree	Somewhat Agree	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	No, I thought it gave a great layout of the basics and logic behind building a tidy dataset	Wouldn't remove anything but an extra day on model fitting would be useful	NA	NA	2 days about 2-3 hours each on the weekday	2 days about 2-3 hours each on the weekday	NA	NA	NA	Introduced examples and guiding us through the logic behind each step	I really appreciated how it was foundational, I have previously taken workshops on more advanced topics but never had a proper session on the foundational logic	NA
147	34	2021-07-06T16:40:53Z	2021-07-06T16:48:57Z	IP Address	100	484	TRUE	2021-07-06T16:48:58Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Research Assistant	Agree	Somewhat Agree	Agree	Agree	Agree	Agree	Yes	Yes	experiments/during the workday	Agree	Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Somewhat Agree	Strongly Agree	Agree	Agree	Agree	Somewhat Agree	Agree	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could struggle through by trial and error with a lot of web searches	I could struggle through by trial and error with a lot of web searches	maybe add an additional section for working in MatLab	NA	NA	NA	2 days about 2-3 hours each on the weekday	2 days about 2-3 hours each on the weekday	Multiple days in a row about 1 hour each day	NA	NA	NA	Posted to YouTube	being interrupted by work/experiment going on
148	42	2021-09-26T14:39:14Z	2021-09-26T15:04:51Z	IP Address	100	1537	TRUE	2021-09-26T15:04:52Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	No	No	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	Strongly Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	I could do it quickly with little or no use of external help	Data manuplation	None	NA	NA	NA	2 days about 2-3 hours each on the weekday	NA	Multiple days spread across multiple weeks on the weekdays	NA	NA	Clarity	Timings
